randid,WONumber,WOStatus,WOType,Date_EventStart,Date_EventEnd,GeneralDesc,CompletionDesc,ProductionImpact_kWh,WarrantyClaim,Priority,Date_EventStart_Consistent,Date_EventEnd_Consistent,Dataset,Asset,CompletionActivity,FailureCategories,ImpactLevel,WarrantyType,InsuranceClaim,LaborEffort_Hrs,Cause,OpEventID,states,Commissioning_Date,FullDesc,FullDescCleaned,FullDescTokenized,FullDescEmbeds
C3S264,WO-1066968,Completed,Corrective,,,IS 35 - Inverter 2 - Forced outage. 14-Aug tech found inverter 2 off - w/ a bad Comm board - started ticket w/ manufacture - site is not communicating in Das at this time. 019 - Unplanned outage/derate,Worked with Solectria technician to replace core. Also discovered the #7 kilovac is bad and needs replaced. That will be covered under a separate WO. The inverter will operate at 7/8th's production until the kilovac is replaced.,,,High,2019-08-14 09:00:00,2019-08-28 17:00:00,C3c,Inverter,11 - Combination,Failure Class 3 - single inverter off-line,Underperformance,,,4.91,019 - Unplanned outage/derate,,NC,2017-02-21,IS 35 - Inverter 2 - Forced outage. 14-Aug tech found inverter 2 off - w/ a bad Comm board - started ticket w/ manufacture - site is not communicating in Das at this time. 019 - Unplanned outage/derateWorked with Solectria technician to replace core. Also discovered the #7 kilovac is bad and needs replaced. That will be covered under a separate WO. The inverter will operate at 7/8th's production until the kilovac is replaced.,inverter forced outage aug tech found inverter w bad comm board started ticket w manufacture site communicating das time unplanned outage derateworked solectria technician replace core also discovered kilovac bad needs replaced covered separate wo inverter operate th production kilovac replaced,"['inverter', 'forced', 'outage', 'aug', 'tech', 'found', 'inverter', 'w', 'bad', 'comm', 'board', 'started', 'ticket', 'w', 'manufacture', 'site', 'communicating', 'das', 'time', 'unplanned', 'outage', 'derateworked', 'solectria', 'technician', 'replace', 'core', 'also', 'discovered', 'kilovac', 'bad', 'needs', 'replaced', 'covered', 'separate', 'wo', 'inverter', 'operate', 'th', 'production', 'kilovac', 'replaced']","[(4, 1), (8, 1), (10, 3), (15, 2), (17, 1), (27, 1), (29, 1), (56, 1), (84, 1), (111, 2), (148, 1), (161, 2), (163, 2), (188, 1), (215, 1), (264, 1), (358, 1), (386, 1), (393, 1), (429, 1), (564, 1), (594, 1), (608, 1), (715, 1), (739, 1), (832, 1), (833, 1), (834, 1), (835, 1), (836, 2), (837, 1), (838, 1), (839, 1), (840, 1)]"
C3S172,WO-00011060,Closed,Corrective Maintenance,2018-05-11 08:45:00,2018-05-12 07:00:00,Bizzell Church 2 Inverter mod 1.5 is offline. Loss of production verified through the site meter. Screenshot is attached to WO.. ,Mod started morning of 05/12/18. Appears to have self-resolved. ,,,,2018-05-11 08:45:00,2018-05-12 07:00:00,C3a,Central Inverter,Problem Self-Resolved,Production Outage,Production Outage,,,0.0,,,NC,2017-08-01,Bizzell Church 2 Inverter mod 1.5 is offline. Loss of production verified through the site meter. Screenshot is attached to WO.. Mod started morning of 05/12/18. Appears to have self-resolved. ,bizzell church inverter mod offline loss production verified site meter screenshot attached wo mod started morning appears self resolved,"['bizzell', 'church', 'inverter', 'mod', 'offline', 'loss', 'production', 'verified', 'site', 'meter', 'screenshot', 'attached', 'wo', 'mod', 'started', 'morning', 'appears', 'self', 'resolved']","[(10, 1), (13, 1), (17, 1), (18, 1), (20, 1), (51, 2), (56, 1), (124, 1), (148, 1), (223, 1), (237, 1), (252, 1), (381, 1), (429, 1), (489, 1), (701, 1), (841, 1), (842, 1)]"
C3S166,WO-0200370,Closed,Corrective,2018-05-05 12:00:00,2018-05-06 12:30:00,WO-00010882 ; BG Stewart ; Central Inverter - Production Outage ;. Inverter 4 stopped producing at 0955 this morning and never came back up. Logging in to the inverter shows the 3502 error. Ground Fault Detected.---Created By; Desmond Adams on: 05/05/2018. 001 - Ground fault,Verified no active fault condition on the inverter. Reset the GFDI and the inverter came back online with no further issues.. TechDispatched: No,,No,Normal,2018-05-05 12:00:00:00,2018-05-06 12:30:00:00,C3b,Inverter,12 - Other,Failure Class 3 - single inverter off-line,Underperformance,,,0.0,001 - Ground fault. ,,NC,2015-12-02,WO-00010882 ; BG Stewart ; Central Inverter - Production Outage ;. Inverter 4 stopped producing at 0955 this morning and never came back up. Logging in to the inverter shows the 3502 error. Ground Fault Detected.---Created By; Desmond Adams on: 05/05/2018. 001 - Ground faultVerified no active fault condition on the inverter. Reset the GFDI and the inverter came back online with no further issues.. TechDispatched: No,wo bg stewart central inverter production outage inverter stopped producing morning never came back logging inverter shows error ground fault detected created desmond adams ground faultverified active fault condition inverter reset gfdi inverter came back online issues techdispatched,"['wo', 'bg', 'stewart', 'central', 'inverter', 'production', 'outage', 'inverter', 'stopped', 'producing', 'morning', 'never', 'came', 'back', 'logging', 'inverter', 'shows', 'error', 'ground', 'fault', 'detected', 'created', 'desmond', 'adams', 'ground', 'faultverified', 'active', 'fault', 'condition', 'inverter', 'reset', 'gfdi', 'inverter', 'came', 'back', 'online', 'issues', 'techdispatched']","[(10, 5), (15, 1), (16, 1), (17, 1), (23, 1), (26, 1), (69, 2), (91, 1), (135, 1), (144, 1), (148, 1), (156, 1), (199, 1), (201, 1), (242, 1), (254, 2), (271, 2), (276, 2), (344, 1), (381, 1), (463, 1), (843, 1), (844, 1), (845, 1), (846, 1), (847, 1), (848, 1), (849, 1), (850, 1), (851, 1)]"
C3S138,WO-1071425,Completed,Corrective,11/28/2019 7:25 AM,12/1/2019 11:10 AM,"Andrew - Inverter 2 - Forced Outage. 11/28/19 Andrew Inverter 2 did not start this morning. AlsoEnergy doesn't have any alarms or Faults, and the Meter math shows that the Inverter is offline. C4 does not have remote capabilities to access Eaton Inverters. Site visit required.. 019 - Unplanned outage/derate",Reset fault . Inverter RTS,,,Critical,2019-11-28 07:25:00,2019-12-01 11:10:00,C3c,Inverter,05 - Refit(Reset),Failure Class 3 - single inverter off-line,Underperformance,,,2.15,019 - Unplanned outage/derate,OE-4497690,NC,2015-09-21,"Andrew - Inverter 2 - Forced Outage. 11/28/19 Andrew Inverter 2 did not start this morning. AlsoEnergy doesn't have any alarms or Faults, and the Meter math shows that the Inverter is offline. C4 does not have remote capabilities to access Eaton Inverters. Site visit required.. 019 - Unplanned outage/derateReset fault . Inverter RTS",andrew inverter forced outage andrew inverter start morning alsoenergy alarms faults meter math shows inverter offline c remote capabilities access eaton inverters site visit required unplanned outage deratereset fault inverter rts,"['andrew', 'inverter', 'forced', 'outage', 'andrew', 'inverter', 'start', 'morning', 'alsoenergy', 'alarms', 'faults', 'meter', 'math', 'shows', 'inverter', 'offline', 'c', 'remote', 'capabilities', 'access', 'eaton', 'inverters', 'site', 'visit', 'required', 'unplanned', 'outage', 'deratereset', 'fault', 'inverter', 'rts']","[(3, 1), (8, 1), (10, 4), (11, 1), (13, 1), (15, 2), (29, 1), (33, 1), (56, 1), (66, 1), (82, 1), (109, 1), (156, 1), (203, 1), (223, 1), (271, 1), (346, 1), (364, 1), (367, 1), (381, 1), (389, 1), (394, 1), (399, 1), (591, 1), (663, 1), (852, 2)]"
C3S207,WO-0202404,Closed,Corrective,2017-10-30 12:33:00,2017-10-31 13:20:00,"WO-00007278 ; TWE Kinston ; Central Inverter - Production Outage ;. Inverter C not producing, inlet pressure fault.---Created By; Phillip Thomas on: 10/30/2017. 019 - Unplanned outage/derate",The inverter was found reading 20 psi. I charged the coolant system to 30 psi and restarted the inverter with no problems.. TechDispatched: No,,No,Normal,2017-10-30 12:33:00:00,2017-10-31 13:20:00:00,C3b,Inverter,12 - Other,Failure Class 3 - single inverter off-line,Underperformance,,,0.0,019 - Unplanned outage/derate. ,,NC,2015-08-24,"WO-00007278 ; TWE Kinston ; Central Inverter - Production Outage ;. Inverter C not producing, inlet pressure fault.---Created By; Phillip Thomas on: 10/30/2017. 019 - Unplanned outage/derateThe inverter was found reading 20 psi. I charged the coolant system to 30 psi and restarted the inverter with no problems.. TechDispatched: No",wo twe kinston central inverter production outage inverter c producing inlet pressure fault created phillip thomas unplanned outage deratethe inverter found reading psi charged coolant system psi restarted inverter problems techdispatched,"['wo', 'twe', 'kinston', 'central', 'inverter', 'production', 'outage', 'inverter', 'c', 'producing', 'inlet', 'pressure', 'fault', 'created', 'phillip', 'thomas', 'unplanned', 'outage', 'deratethe', 'inverter', 'found', 'reading', 'psi', 'charged', 'coolant', 'system', 'psi', 'restarted', 'inverter', 'problems', 'techdispatched']","[(3, 1), (10, 4), (15, 2), (16, 1), (17, 1), (25, 1), (26, 1), (29, 1), (84, 1), (148, 1), (199, 1), (201, 1), (271, 1), (327, 1), (331, 1), (334, 2), (476, 1), (597, 1), (737, 1), (766, 1), (853, 1), (854, 1), (855, 1), (856, 1), (857, 1), (858, 1)]"
C3S219,WO-1054779,Completed,Corrective,7/16/2019 7:15 AM,7/16/2019 12:05 PM,IS-43 - Inverter 8 - Forced outage. Inverter 8 offline with ground fault.. 001 - Ground fault,"Reset, restarted successfully, verified with C4.",,,High,2019-07-16 07:15:00,2019-07-17 00:05:00,C3c,Inverter,11 - Combination,Failure Class 3 - single inverter off-line,Underperformance,,,0.32,001 - Ground fault,OE-0696666,NC,2016-12-30,"IS-43 - Inverter 8 - Forced outage. Inverter 8 offline with ground fault.. 001 - Ground faultReset, restarted successfully, verified with C4.",inverter forced outage inverter offline ground fault ground faultreset restarted successfully verified c,"['inverter', 'forced', 'outage', 'inverter', 'offline', 'ground', 'fault', 'ground', 'faultreset', 'restarted', 'successfully', 'verified', 'c']","[(3, 1), (8, 1), (10, 2), (13, 1), (15, 1), (124, 1), (271, 1), (276, 2), (476, 1), (820, 1), (859, 1)]"
C3S68,WO-0265811,Ready to Schedule,Corrective,2019-04-19 11:55:00,2019-04-27 17:15:00,Stainback - Inverter 8 - Communications System Outage. Inverter 8 stopped communicating at 1200 PM. Production confirmed via meter.. 020 - Data/Communication System Outage,. TechDispatched: No,,Yes,Normal,2019-04-19 11:55:00:00,2019-04-27 17:15:00:00,C3b,Inverter,,Failure Class 3 - single inverter off-line,Underperformance,OEM,,0.0,020 - Data/Communication System Outage. ,OE-22217021,NC,2016-10-03,Stainback - Inverter 8 - Communications System Outage. Inverter 8 stopped communicating at 1200 PM. Production confirmed via meter.. 020 - Data/Communication System Outage. TechDispatched: No,stainback inverter communications system outage inverter stopped communicating pm production confirmed via meter data communication system outage techdispatched,"['stainback', 'inverter', 'communications', 'system', 'outage', 'inverter', 'stopped', 'communicating', 'pm', 'production', 'confirmed', 'via', 'meter', 'data', 'communication', 'system', 'outage', 'techdispatched']","[(4, 1), (5, 1), (10, 2), (15, 2), (17, 1), (23, 1), (25, 2), (26, 1), (52, 1), (216, 1), (217, 1), (223, 1), (233, 1), (519, 1), (677, 1)]"
C4S37,02196-INVT-OUT-1429,Closed,Corrective,2018-11-29 07:00:00,2018-11-29 11:00:00,Inverter 2 tripped offline due to a ground fault.,Inverter restarted. ABB tech is installing new HW this afternoon. Code shown on rack gathering board module state register.,6011.28,,,2018-11-29 07:00:00,2018-11-29 11:00:00,C4,Inverter,,Central Inverter Outage,Underperformance,,,,,,MA,2017-09-29,Inverter 2 tripped offline due to a ground fault.Inverter restarted. ABB tech is installing new HW this afternoon. Code shown on rack gathering board module state register.,inverter tripped offline due ground fault inverter restarted abb tech installing new hw afternoon code shown rack gathering board module state register,"['inverter', 'tripped', 'offline', 'due', 'ground', 'fault', 'inverter', 'restarted', 'abb', 'tech', 'installing', 'new', 'hw', 'afternoon', 'code', 'shown', 'rack', 'gathering', 'board', 'module', 'state', 'register']","[(10, 2), (13, 1), (99, 1), (122, 1), (182, 1), (271, 1), (276, 1), (341, 1), (358, 1), (450, 1), (458, 1), (476, 1), (564, 1), (860, 1), (861, 1), (862, 1), (863, 1), (864, 1), (865, 1), (866, 1), (867, 1)]"
C2S101,15_000490,Closed,Corrective,2015-08-08 11:30:00,2015-08-19 12:45:00,Inverter showing reduced production due DCS issues,"Hardware Replacement. Hardware Replaced: CPT Gigavac Relay,",9550.0,,,2015-08-08 11:30:00,2015-08-19 12:45:00,C2,Inverter,Hardware Replacement,Hardware Failure,Partial,,,,,,CA,2015-07-31,"Inverter showing reduced production due DCS issuesHardware Replacement. Hardware Replaced: CPT Gigavac Relay,",inverter showing reduced production due dcs issueshardware replacement hardware replaced cpt gigavac relay,"['inverter', 'showing', 'reduced', 'production', 'due', 'dcs', 'issueshardware', 'replacement', 'hardware', 'replaced', 'cpt', 'gigavac', 'relay']","[(10, 1), (17, 1), (111, 1), (176, 1), (341, 1), (362, 1), (490, 1), (494, 1), (667, 1), (831, 1), (868, 1), (869, 1), (870, 1)]"
C3S115,WO-0194616,Closed,Corrective,2018-07-06 07:20:00,2018-07-07 09:55:00,Jacob - Inverter 1 - Forced outage. Inverter 1 is offline as of 0635 on 07/06/18.. 013 - Broken,Removed UVR and replaced relay at emergency stop. Tested and confirmed production at inverter upon completion.. TechDispatched: Yes,,No,Critical,2018-07-06 07:20:00:00,2018-07-07 09:55:00:00,C3b,Inverter,02 - Repair,Failure Class 3 - single inverter off-line,Underperformance,,,0.08,013 - Broken. ,OE-8097037,NC,2016-09-12,Jacob - Inverter 1 - Forced outage. Inverter 1 is offline as of 0635 on 07/06/18.. 013 - BrokenRemoved UVR and replaced relay at emergency stop. Tested and confirmed production at inverter upon completion.. TechDispatched: Yes,jacob inverter forced outage inverter offline brokenremoved uvr replaced relay emergency stop tested confirmed production inverter upon completion techdispatched yes,"['jacob', 'inverter', 'forced', 'outage', 'inverter', 'offline', 'brokenremoved', 'uvr', 'replaced', 'relay', 'emergency', 'stop', 'tested', 'confirmed', 'production', 'inverter', 'upon', 'completion', 'techdispatched', 'yes']","[(8, 1), (10, 3), (13, 1), (15, 1), (17, 1), (26, 1), (62, 1), (111, 1), (197, 1), (233, 1), (310, 1), (414, 1), (430, 1), (494, 1), (499, 1), (871, 1), (872, 1), (873, 1)]"
C3S106,WO-0204612,Closed,Corrective,2016-10-17 16:58:00,2017-03-23 11:37:00,WO-00001787 ; Vance ; Prod-ccr-inv3.2-underperforming---Created By; Sean P. McCormick on: 10/17/2016?. Prod-ccr-inv3.2-underperforming---Created By; Sean P. McCormick on: 10/17/2016. 019 - Unplanned outage/derate,225. TechDispatched: No,,No,Normal,2016-10-17 16:58:00:00,2017-03-23 11:37:00:00,C3b,Inverter,12 - Other,Failure Class 3 - single inverter off-line,Underperformance,,,0.0,019 - Unplanned outage/derate. ,,NC,2016-01-05,WO-00001787 ; Vance ; Prod-ccr-inv3.2-underperforming---Created By; Sean P. McCormick on: 10/17/2016?. Prod-ccr-inv3.2-underperforming---Created By; Sean P. McCormick on: 10/17/2016. 019 - Unplanned outage/derate225. TechDispatched: No,wo vance prod ccr inv underperforming created sean p mccormick prod ccr inv underperforming created sean p mccormick unplanned outage derate techdispatched,"['wo', 'vance', 'prod', 'ccr', 'inv', 'underperforming', 'created', 'sean', 'p', 'mccormick', 'prod', 'ccr', 'inv', 'underperforming', 'created', 'sean', 'p', 'mccormick', 'unplanned', 'outage', 'derate', 'techdispatched']","[(15, 1), (26, 1), (29, 1), (148, 1), (151, 2), (201, 2), (207, 2), (208, 2), (256, 2), (504, 2), (511, 1), (732, 1), (874, 2), (875, 2)]"
C3S189,WO-0209304,Closed,Corrective,2017-06-29 09:50:00,2017-08-09 14:29:00,"WO-00004726 ; Flash ; Inverter B, SN12866632, DC input and IGBT Cab Fan replacement. Discovered from Inverter WO 4437 Fran?. Inverter B, SN12866632, DC input and IGBT Cab Fan replacement. Discovered from Inverter WO 4437 Frankie I have ordered the fans so please send the replaced parts to: ATTN: Dao Hang, Quality Engineer EATON CORPORATION RETURN MATERIAL DEPARTMENT DRIVES PRODUCT INTEGRITY CENTER 901 SOUTH 12TH STREET WATERTOWN, WI 53094---Created By; Frankie Alford on: 06/29/2017. 013 - Broken","Changed out Fan #3 in inverter and found 2 loose feeder wires. A-1 positive and A-14 Negative. Torqued feeders to correct ft lbs. Inverter came back up and was running with no issues, fan #3 was also running and voltage was 123.4 vac. TechDispatched: No",,No,Normal,2017-06-29 09:50:00:00,2017-08-09 14:29:00:00,C3b,Inverter,01 - Replace,Failure Class 3 - single inverter off-line,Underperformance,,,0.0,013 - Broken. ,,NC,2015-11-11,"WO-00004726 ; Flash ; Inverter B, SN12866632, DC input and IGBT Cab Fan replacement. Discovered from Inverter WO 4437 Fran?. Inverter B, SN12866632, DC input and IGBT Cab Fan replacement. Discovered from Inverter WO 4437 Frankie I have ordered the fans so please send the replaced parts to: ATTN: Dao Hang, Quality Engineer EATON CORPORATION RETURN MATERIAL DEPARTMENT DRIVES PRODUCT INTEGRITY CENTER 901 SOUTH 12TH STREET WATERTOWN, WI 53094---Created By; Frankie Alford on: 06/29/2017. 013 - BrokenChanged out Fan #3 in inverter and found 2 loose feeder wires. A-1 positive and A-14 Negative. Torqued feeders to correct ft lbs. Inverter came back up and was running with no issues, fan #3 was also running and voltage was 123.4 vac. TechDispatched: No",wo flash inverter b sn dc input igbt cab fan replacement discovered inverter wo fran inverter b sn dc input igbt cab fan replacement discovered inverter wo frankie ordered fans please send replaced parts attn dao hang quality engineer eaton corporation return material department drives product integrity center south th street watertown wi created frankie alford brokenchanged fan inverter found loose feeder wires positive negative torqued feeders correct ft lbs inverter came back running issues fan also running voltage vac techdispatched,"['wo', 'flash', 'inverter', 'b', 'sn', 'dc', 'input', 'igbt', 'cab', 'fan', 'replacement', 'discovered', 'inverter', 'wo', 'fran', 'inverter', 'b', 'sn', 'dc', 'input', 'igbt', 'cab', 'fan', 'replacement', 'discovered', 'inverter', 'wo', 'frankie', 'ordered', 'fans', 'please', 'send', 'replaced', 'parts', 'attn', 'dao', 'hang', 'quality', 'engineer', 'eaton', 'corporation', 'return', 'material', 'department', 'drives', 'product', 'integrity', 'center', 'south', 'th', 'street', 'watertown', 'wi', 'created', 'frankie', 'alford', 'brokenchanged', 'fan', 'inverter', 'found', 'loose', 'feeder', 'wires', 'positive', 'negative', 'torqued', 'feeders', 'correct', 'ft', 'lbs', 'inverter', 'came', 'back', 'running', 'issues', 'fan', 'also', 'running', 'voltage', 'vac', 'techdispatched']","[(10, 6), (26, 1), (42, 2), (63, 1), (68, 2), (69, 1), (82, 1), (84, 1), (91, 1), (111, 1), (148, 3), (179, 1), (201, 1), (254, 1), (264, 2), (360, 4), (362, 2), (428, 2), (608, 1), (625, 2), (645, 1), (731, 1), (839, 1), (876, 1), (877, 1), (878, 1), (879, 2), (880, 1), (881, 1), (882, 1), (883, 1), (884, 1), (885, 1), (886, 1), (887, 1), (888, 1), (889, 1), (890, 1), (891, 2), (892, 1), (893, 1), (894, 2), (895, 1), (896, 1), (897, 1), (898, 1), (899, 1), (900, 1), (901, 1), (902, 1), (903, 1), (904, 1), (905, 1), (906, 1), (907, 2), (908, 1), (909, 1), (910, 1), (911, 1), (912, 1), (913, 1)]"
