randid,Date_EventStart_Consistent,Date_EventEnd_Consistent,GeneralDesc,CompletionDesc,Asset,states,Commissioning_Date,DC_Size_kW,AC_Size_kW,PlantType,ArrayType,InverterType,InverterOEM
C3S300,2019-05-01 09:00:00,2019-05-01 17:00:00,Railroad - SCADA Cabinet - Comms. Kris Ivers requested a WO for the SCADA cabinet fiber connections.. 020 - Data/Communication System Outage,"After investigation of the SCADA cabinet fiber optics, no outstanding issues were found. Problem was eventually solved through inverter setting adjustments made remotely by the control room and communication with IDPCO was restored.. TechDispatched: Yes",Plant,OR,2016-12-03,5891.0,6600.0,Utility-scale,Tracker,,SMA America
C3S300,2018-07-07 18:45:00:00,2018-07-07 23:25:00:00,Railroad- Site- Plant offline. Site presumed to be offline. There are no communications from the plant on PF as on 1650 local time. No other verification methods available at this time.. 0000 - Unknown,Issue self-resolved when starting up on 07/09/18. C4 to start SMA ticket for further investigation. TechDispatched: No,Plant,OR,2016-12-03,5891.0,6600.0,Utility-scale,Tracker,,SMA America
C3S114,2019-03-06 07:45:00:00,2019-03-06 10:45:00:00,"Angel Solar - Inverter 1 - Forced outage due to low coolant pressure. Inverter 1 is offline as of 0744 on 03/06/19. PowerTrack indicates the fault is due to the inverter being outside of its PSI range, usually indicated low coolant pressure.. 019 - Unplanned outage/derate","3/6/19 - Was on-site completing a Quarterly PM inspection when Inverter 1 went down due to low coolant temp/psi. Upon checking the inverter 1 HMI screen I saw the following values Coolant Temp = 2C, Coolant Pressure = 15 psi. I cleared the faults and then attempted to force the coolant pump on. After letting it run for about 20 minutes it started up and normal operation resumed. Will create a follow up site visit to correct pressure with coolant and glycol tools.. TechDispatched: Yes",Inverter,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S220,2018-08-17 09:00:00,,Check POA sensor values. POA values don't seem to match nearby sites POA values. POA very high on a clear day.. ,. TechDispatched: No,Pyranometer,NC,2016-08-31,6979.0,5010.0,Utility-scale,Fixed,Central,Eaton Cooper Crouse-Hinds
C3S175,2018-11-02 08:14:00:00,2018-11-02 17:00:00,Hood Farm - Inverter 1 = Forced outage. Loss of production has been verified through the site meter. Inverter is not communicating to the Powercomm software.. 0000 - Unknown,tech on site working on a module for this inverter. WO not necessary.. TechDispatched: No,Inverter,NC,2017-08-01,7002.0,5070.0,Utility-scale,Fixed,central,Power Electronics
C3S175,2018-10-17 09:00:00,2019-02-14 17:00:00,Hood Farm - Tree Down. There is a tree down on the corner of the fence back behind inverter 3. 0000 - Unknown,Down tree had been removed by the quarterly inspection on 2/14. TechDispatched: Yes,Block,NC,2017-08-01,7002.0,5070.0,Utility-scale,Fixed,central,Power Electronics
C3S175,2018-10-11 09:00:00,,ET Module warranty claim. ET Module warranty claim to replace defective modules. 0000 - Unknown,. TechDispatched: No,Block,NC,2017-08-01,7002.0,5070.0,Utility-scale,Fixed,central,Power Electronics
C3S211,2019-02-05 18:45:00:00,2019-02-06 19:00:00:00,Innovative 48 - Inverter 1 - Communications system outage. Inverter 1 has stopped communicating as of 1845 on 02/05/19. Comms appear to be intermittent during this time. C4 can log into the web GUI and verify production. 020 - Data/Communication System Outage,Covered under WO-0255842.. TechDispatched: Yes,Inverter,NC,2015-12-10,6326.0,5550.0,Utility-scale,Fixed,central,SMA America
C3S211,2019-01-19 18:45:00:00,2019-01-20 18:45:00:00,Innovative 48 - Inverter 1 - Forced Outage/Communications System Outage. **UPDATE** inverter started producing/communicating in Skytron on 1/20/19. Started communicating/producing in PF on 1/21/19. C4 still cannot remote into the SMA inverters. Changing to Intermittent. Inverter 1 went offline @ 1845 on 1/19/19. Cannot log into any SMA inverters on this site at this time. Inverter was pinged through modem. Issue happened about a week ago at the same time as well.. 019 - Unplanned outage/derate,Site IP's were incorrectly set. C4Eng adjusted to correct addresses.. TechDispatched: No,Inverter,NC,2015-12-10,6326.0,5550.0,Utility-scale,Fixed,central,SMA America
C3S211,2019-01-12 18:45:00:00,2019-01-14 08:15:00:00,Innovative 48 - Inverter 1 - Forced outage/communication outage. Inverter 1 went offline @ 1845 on 1/13/19. Cannot log into any SMA inverters on this site at this time. Inverter was pinged through modem.. 019 - Unplanned outage/derate,Power cycled data logger. Site comms restored.. TechDispatched: Yes,Inverter,NC,2015-12-10,6326.0,5550.0,Utility-scale,Fixed,central,SMA America
C3S211,2019-01-08 19:00:00:00,2019-01-09 19:00:00:00,IS-48 - Inverter 1 - Comms intermittent. IS-48 - Inverter 1 - Comms intermittent. 020 - Data/Communication System Outage,Started ticket with SMA. SMA replaced SCCOM board.. TechDispatched: Yes,Inverter,NC,2015-12-10,6326.0,5550.0,Utility-scale,Fixed,central,SMA America
C3S211,2019-01-08 09:00:00:00,2019-01-08 11:15:00:00,IS-48 - Inverter 1 - Forced outage/communciating outage. IS-48 - Inverter 1 - Forced outage/communication outage - C4 cannot access inverter 1 - meter data shows the inverter is not producing. 0000 - Unknown,Power cycled inverter and comms were established. Verified production with C4.. TechDispatched: Yes,Inverter,NC,2015-12-10,6326.0,5550.0,Utility-scale,Fixed,central,SMA America
C3S211,2018-09-19 19:30:00:00,2018-09-20 19:45:00:00,Innovative 48 - Inverter 1 - Forced outage; Fault code 6487 Canceled OE deleted in batch process: OE-10488072. Inverter 1 did not come online when site was energized on 17-Sep. Error 6487 triggered at 1610 ET on 19-Sep indicates a ground fault in the inverter.. 019 - Unplanned outage/derate,TU reset was tripped. Reset it and power cycled inverter but did not come online. Started ticket with SMA. Possible stack going out according to service files. SMA replaced stacks 2 & 3. Inverter resumed normal operation.. TechDispatched: Yes,Inverter,NC,2015-12-10,6326.0,5550.0,Utility-scale,Fixed,central,SMA America
C3S34,2018-06-10 12:35:00:00,2018-06-12 08:55:00:00,**PF Duplicate** Baker Point Comms Loss (Actually grid outage) Canceled OE deleted in batch process: OE-7089830. Repair the things. ,. TechDispatched: No,Inverter,MD,2017-10-16,11315.88,11000.0,Utility-scale,Fixed,central,SMA America
C3S34,2018-12-07 09:00:00,2019-02-26 17:00:00,Baker Point - Investigate CB 1-2 operation. CB 1-2 contactor was replaced 12/6/2018 by unit never returned to operation. GOT Electric to investigate.. 002 - Arc fault,"1/3/2019 Tim Chaput - GOT Electric on site today to troubleshoot. - GOT found no 24 VDC to contactor. They replaced the STM board (we had a spare on site), but this did not correct issue. - Will need to order new voltage output card (upper right of CB) to correct from Shoals. 2/15/2019 Tim Chaput - Parts received & scheduled a visit for week of 2/25 to replace and work PM. 2/25/2019 Tim Chaput - Received parts, and GOT Electric evaluation was incorrect. CB is appears to present an ARC fault, but no ARC fault exists at this time. - To continue evaluation 2/26 as I ran out of daylight today on site. 2/26/2019 Tim Chaput - Continued evaluation of CB 1-2. - Found an inop cable between AFCI card and the string CT assembly internal to CB. - Also found a miss wiring error by GOT when they were troubleshooting. - Original AFCI card was inop as originally thought as well. Tested original unit in CB 1-1 to evaluate, and CB 1-1 would not operate. - CB 1-2 has been restored to full operation, verified via Skytron, and C4. - Multiple issues made troubleshooting difficult!. TechDispatched: Yes",Combiner,MD,2017-10-16,11315.88,11000.0,Utility-scale,Fixed,central,SMA America
C3S34,2018-09-26 09:00:00,,Baker Point- CB 1_2- Forced outag. CB found off during audit See WO-0222126 exists for this issue. Cancelled by Tim Chaput. 019 - Unplanned outage/derate,. TechDispatched: No,Combiner,MD,2017-10-16,11315.88,11000.0,Utility-scale,Fixed,central,SMA America
C3S34,2018-08-07 13:55:00:00,2018-09-21 17:00:00,Baker Point--- CB 1-8 --- Forced outage. CB 1-8 is showing 0 production aug 7th @ 1355. 0000 - Unknown,9/5/2018 Tim Chaput - GOT Electric to resolve during PM 9/17. 9/21/2018 Tim Chaput - New WO opened by C4 WO-0222126 - GOT still working PM. - Completing WO. TechDispatched: Yes,Combiner,MD,2017-10-16,11315.88,11000.0,Utility-scale,Fixed,central,SMA America
C3S34,2018-09-26 09:00:00,,Baker Point- CB 1-1- Forced outage. CB found off during audit See WO-0222126 existing for this issue. WO Cancelled Tim Chaput. 019 - Unplanned outage/derate,. TechDispatched: No,Combiner,MD,2017-10-16,11315.88,11000.0,Utility-scale,Fixed,central,SMA America
C3S27,2019-04-26 09:00:00,2019-05-02 17:00:00,"East Bridgewater- String Inverter 4_1_5- Forced outage. Inverter 4-1-5 failed to start back up after PM's 4/24. C4 has attempted a remote reset, with no success.. 0000 - Unknown","5/2/2019 Mike Duffy - Found inverter with no damage. - Inverter appears to have ""hung up"" during PM when we turned off DC power for thermal imaging, and turned it back too quickly. - Fully power cycled the inverter AC & DC, and inverter went back into service with no issues. - Verified production & communications with C4, and Also Energy.. TechDispatched: Yes",Inverter,MA,2016-01-13,2822.0,2340.0,Utility-scale,Fixed,string,SMA America
C3S27,2018-07-28 01:10:00:00,2018-07-31 08:45:00:00,"East Bridgewater - Cluster Controller 2 - Communications System Outage. Cluster Controller 2 stopped communicating @0046 28-Jul. Verified production through ION Meter. 7/31/18 Tim Chaput - Arrived on site and found cluster controller 2 ""frozen up"" and not responsive to keypad inputs. Also had no display. - Power cycled unit. - Unit rebooted, and acquired all 22 devices in the cluster. - Confirmed communications, and operations with NOC - C4.. 020 - Data/Communication System Outage","7/31/18 Tim Chaput - Arrived on site and found cluster controller 2 ""frozen up"" and not responsive to keypad inputs. Also had no display. - Power cycled unit. - Unit rebooted, and acquired all 22 devices in the cluster. - Confirmed communications, and operations with NOC - C4.. TechDispatched: Yes",Inverter,MA,2016-01-13,2822.0,2340.0,Utility-scale,Fixed,string,SMA America
C3S27,2018-12-14 08:15:00:00,,East Bridgewater - String Inverter 4-1-3 - Forced outage. String Inverter 4-1-3 is offline as of 825 AM on 12/14/18 Cannot verify production. Cannot log into SMA cluster controller.. 019 - Unplanned outage/derate,-See WO-0236627 which is already open for this issue WO Cancelled by Tim Chaput. TechDispatched: No,Inverter,MA,2016-01-13,2822.0,2340.0,Utility-scale,Fixed,string,SMA America
C3S27,2018-05-31 00:00:00:00,2018-06-19 14:29:00:00,"East Bridgewater Pad 1 Cluster Controller Communications Offline. Pad 1 cluster controller is having communications issues. String inverters are sporadically communicating and C4 is unable to login to the cluster controller. The meter for that pad is still communicating and we can verify at least some of the inverters are producing 6/19/2018 Tim Chaput - Found Pad 1 SMA Cluster Controller ""frozen up"", and not responsive to any inputs. Tried to access the unit internally via CAT 5 cable with no success. - Power cycled unit, and it resumed normal operation, and communication. - This also resolved inverters 1-1-2, and 1-2-1 communications as well. **** Repair Complete ****. 017 - Controller","6/19/2018 Tim Chaput - Found Pad 1 SMA Cluster Controller ""frozen up"", and not responsive to any inputs. Tried to access the unit internally via CAT 5 cable with no success. - Power cycled unit, and it resumed normal operation, and communication. - This also resolved inverters 1-1-2, and 1-2-1 communications as well. **** Repair Complete ****. TechDispatched: No",Pad,MA,2016-01-13,2822.0,2340.0,Utility-scale,Fixed,string,SMA America
C3S27,2018-12-14 07:50:00:00,,East Bridgewater - Inverter 4-3-1 - Forced Outage. Inverter 4-3-1 is offline as of 12-14-18 Cannot remote into SMA cluster controller. ,- See WO-0236627 for this issue. WO cancelled by Tim Chaput. TechDispatched: No,Inverter,MA,2016-01-13,2822.0,2340.0,Utility-scale,Fixed,string,SMA America
C3S112,2018-04-05 11:16:00:00,2018-10-30 17:00:00,WO-00010204; Gainey; Weather Station - Inspection. On next visit we need to get pictures of all the irradiance sensors onsite (both POAs and both GHIs). We need pictures of the labels that are on the sensors. Please notify Andrey when the pictures are uploaded onto Box.--- Created By Andrey Kazantsev on 04/05/2018. 020 - Data/Communication System Outage,Only saw one set of POA/GHI. Pictures attached also in site visit annual pm folder.. TechDispatched: Yes,Met station,NC,2016-10-27,2827.0,2200.0,Utility-scale,Fixed,central,SMA America
C3S175,2018-03-08 16:43:00:00,2018-03-28 10:00:00:00,"WO-00009588 ; Hood Farm ; Other - Workmanship ;. Conduct inspection of GHI/POA sensors, confirm appropriate installation (document angle, part # of sensors, observe if there are potential shading objects, etc). If the tilt angle is off make the correction and document. Clean GHI/POA sensors thoroughly. Conduct inspection of BOM/POA temperature sensors, confirm appropriate installation (document part # of sensors, location, thermal paste, etc.). Make sure all temp sensors are adhered completely and reinstall if necessary. Take photographs of ALL sensors in their original and adjusted positions and locations.---Created By; Justin Waag on: 03/08/2018. ",We took pictures of the sensors and angles. Pyranometer Pix: https://ccrenew.box.com/s/fon2v60rhkfzo69p5d47ekow14vuw81u. TechDispatched: No,Met station,NC,2017-08-01,7002.0,5070.0,Utility-scale,Fixed,central,Power Electronics
